,nama_kab,nama_kec,nama_desa,Tanggal Pelaksanaan,Status,kode_prov,nama_provinsi,kode_kab,kode_kec,kdwilayah
198,DEMAK,MRANGGEN,JAMUS,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010018
199,DEMAK,MRANGGEN,KALITENGAH,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010005
200,DEMAK,MRANGGEN,KANGKUNG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010004
201,DEMAK,MRANGGEN,KARANGSONO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010013
202,DEMAK,MRANGGEN,KEMBANGARUM,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010006
203,DEMAK,MRANGGEN,MENUR,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010017
204,DEMAK,MRANGGEN,MRANGGEN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010007
205,DEMAK,MRANGGEN,NGEMPLAK,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010011
206,DEMAK,MRANGGEN,SUMBEREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010002
207,DEMAK,MRANGGEN,TEGALARUM,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010015
208,DEMAK,MRANGGEN,WARU,16/10/2022,Belum,33,JAWA TENGAH,3321,3321010,3321010016
209,DEMAK,SAYUNG,BANJARSARI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040019
210,DEMAK,SAYUNG,BEDONO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040015
211,DEMAK,SAYUNG,BULUSARI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040003
212,DEMAK,SAYUNG,DOMBO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040002
213,DEMAK,SAYUNG,GEMULAK,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040011
214,DEMAK,SAYUNG,JETAKSARI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040001
215,DEMAK,SAYUNG,KALISARI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040006
216,DEMAK,SAYUNG,KARANGASEM,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040005
217,DEMAK,SAYUNG,LOIRENG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040010
218,DEMAK,SAYUNG,PILANGSARI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040009
219,DEMAK,SAYUNG,PRAMPELAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040004
220,DEMAK,SAYUNG,SAYUNG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040007
221,DEMAK,SAYUNG,SIDOGEMAH,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040012
222,DEMAK,SAYUNG,SIDOREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040018
223,DEMAK,SAYUNG,SRIWULAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040014
224,DEMAK,SAYUNG,SURODADI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040020
225,DEMAK,SAYUNG,TAMBAKROTO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040008
226,DEMAK,SAYUNG,TIMBULSLOKO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040016
227,DEMAK,SAYUNG,TUGU,16/10/2022,Belum,33,JAWA TENGAH,3321,3321040,3321040017
228,DEMAK,WEDUNG,BABALAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130020
229,DEMAK,WEDUNG,BERAHAN WETAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130008
230,DEMAK,WEDUNG,BUKO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130005
231,DEMAK,WEDUNG,JETAK,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130011
232,DEMAK,WEDUNG,JUNGPASIR,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130013
233,DEMAK,WEDUNG,JUNGSEMI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130012
234,DEMAK,WEDUNG,KEDUNGKARANG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130018
235,DEMAK,WEDUNG,KEDUNGMUTIH,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130019
236,DEMAK,WEDUNG,MANDUNG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130006
237,DEMAK,WEDUNG,MUTIH KULON,16/10/2022,Belum,,,,,
238,DEMAK,WEDUNG,RUWIT,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130003
239,DEMAK,WEDUNG,TEDUNAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130016
240,DEMAK,WEDUNG,TEMPEL,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130010
241,DEMAK,WEDUNG,WEDUNG,16/10/2022,Belum,33,JAWA TENGAH,3321,3321130,3321130001
242,DEMAK,WONOSALAM,BOTOREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080017
243,DEMAK,WONOSALAM,BUNDERAN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080004
244,DEMAK,WONOSALAM,GETAS,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080005
245,DEMAK,WONOSALAM,JOGOLOYO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080016
246,DEMAK,WONOSALAM,KALIANYAR,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080003
247,DEMAK,WONOSALAM,KARANGREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080015
248,DEMAK,WONOSALAM,KUNCIR,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080020
249,DEMAK,WONOSALAM,MOJODEMAK,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080011
250,DEMAK,WONOSALAM,MRANAK,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080018
251,DEMAK,WONOSALAM,MRISEN,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080019
252,DEMAK,WONOSALAM,PILANGREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080010
253,DEMAK,WONOSALAM,SIDOMULYO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080012
254,DEMAK,WONOSALAM,TLOGODOWO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080002
255,DEMAK,WONOSALAM,TLOGOREJO,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080009
256,DEMAK,WONOSALAM,TRENGGULI,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080021
257,DEMAK,WONOSALAM,WONOSALAM,16/10/2022,Belum,33,JAWA TENGAH,3321,3321080,3321080014
258,JEPARA,BANGSRI,WEDELAN,14/11/2022,Belum,33,JAWA TENGAH,3320,3320100,3320100014
259,JEPARA,BATEALIT,BRINGIN,14/11/2022,Belum,33,JAWA TENGAH,3320,3320060,3320060008
260,JEPARA,BATEALIT,PEKALONGAN,14/11/2022,Belum,33,JAWA TENGAH,3320,3320060,3320060011
261,JEPARA,KALINYAMATAN,BANDUNGREJO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320021,3320021002
262,JEPARA,KALINYAMATAN,MARGOYOSO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320021,3320021009
263,JEPARA,KALINYAMATAN,PURWOGONDO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320021,3320021007
264,JEPARA,KALINYAMATAN,SENDANG,14/11/2022,Belum,33,JAWA TENGAH,3320,3320021,3320021008
265,JEPARA,KARIMUNJAWA,KARIMUNJAWA,14/11/2022,Belum,,,,,
266,JEPARA,KARIMUNJAWA,KEMUJAN,14/11/2022,Belum,,,,,
267,JEPARA,KARIMUNJAWA,PARANG,14/11/2022,Belum,,,,,
268,JEPARA,KEDUNG,DONGOS,14/11/2022,Belum,33,JAWA TENGAH,3320,3320010,3320010013
269,JEPARA,KEDUNG,RAU,14/11/2022,Belum,33,JAWA TENGAH,3320,3320010,3320010017
270,JEPARA,KEDUNG,SUKOSONO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320010,3320010018
271,JEPARA,KELING,BUMIHARJO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320110,3320110019
272,JEPARA,MAYONG,MAYONG LOR,14/11/2022,Belum,33,JAWA TENGAH,3320,3320040,3320040002
273,JEPARA,MAYONG,PELEMKEREP,14/11/2022,Belum,33,JAWA TENGAH,3320,3320040,3320040008
274,JEPARA,MLONGGO,JAMBU,14/11/2022,Belum,33,JAWA TENGAH,3320,3320090,3320090013
275,JEPARA,MLONGGO,SINANGGUL,14/11/2022,Belum,33,JAWA TENGAH,3320,3320090,3320090011
276,JEPARA,PAKISAJI,TANJUNG,14/11/2022,Belum,,,,,
277,JEPARA,TAHUNAN,KRAPYAK,14/11/2022,Belum,33,JAWA TENGAH,3320,3320070,3320070013
278,JEPARA,WELAHAN,GIDANGLELO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320030,3320030011
279,JEPARA,WELAHAN,GUWOSOBOKERTO,14/11/2022,Belum,33,JAWA TENGAH,3320,3320030,3320030003
280,JEPARA,WELAHAN,KALIPUCANG KULON,14/11/2022,Belum,33,JAWA TENGAH,3320,3320030,3320030010
281,JEPARA,WELAHAN,KALIPUCANG WETAN,14/11/2022,Belum,33,JAWA TENGAH,3320,3320030,3320030009
282,KARANGANYAR,COLOMANDU,BLULUKAN,Okt-22,Belum,,,,,
283,KARANGANYAR,COLOMANDU,KLODRAN,Okt-22,Belum,,,,,
284,KARANGANYAR,JATIYOSO,PETUNG,Okt-22,Belum,33,JAWA TENGAH,3313,3313020,3313020002
285,KARANGANYAR,JATIYOSO,WONOKELING,Okt-22,Belum,33,JAWA TENGAH,3313,3313020,3313020003
286,KARANGANYAR,KARANGPANDAN,HARJOSARI,Okt-22,Belum,33,JAWA TENGAH,3313,3313080,3313080011
287,KARANGANYAR,KARANGPANDAN,TOHKUNING,Okt-22,Belum,33,JAWA TENGAH,3313,3313080,3313080008
288,KARANGANYAR,MATESIH,NGADILUWIH,Okt-22,Belum,33,JAWA TENGAH,3313,3313050,3313050001
289,KARANGANYAR,MOJOGEDANG,BUNTAR,Okt-22,Belum,33,JAWA TENGAH,3313,3313150,3313150007
290,KARANGANYAR,MOJOGEDANG,KALIBOTO,Okt-22,Belum,33,JAWA TENGAH,3313,3313150,3313150006
291,KARANGANYAR,NGARGOYOSO,DUKUH,Okt-22,Belum,33,JAWA TENGAH,3313,3313070,3313070007
292,KARANGANYAR,TASIKMADU,NGIJO,Okt-22,Belum,33,JAWA TENGAH,3313,3313100,3313100003
293,KENDAL,GEMUH,GALIH,19/10/2022,Belum,33,JAWA TENGAH,3324,3324110,3324110012
294,KENDAL,GEMUH,PUCANGREJO,19/10/2022,Belum,33,JAWA TENGAH,3324,3324110,3324110028
295,KENDAL,GEMUH,SOJOMERTO,19/10/2022,Belum,33,JAWA TENGAH,3324,3324110,3324110003
296,KUDUS,DAWE,TERNADI,03/03/2022,Sudah,33,JAWA TENGAH,3319,3319090,3319090010
297,KUDUS,JATI,LORAM KULON,03/03/2022,Sudah,33,JAWA TENGAH,3319,3319030,3319030003
298,KUDUS,KOTA,KALIPUTU,03/03/2022,Sudah,,,,,
299,KUDUS,KOTA,LANGGAR DALEM,03/03/2022,Sudah,,,,,
300,KUDUS,MEJOBO,HADIWARNO,03/03/2022,Sudah,33,JAWA TENGAH,3319,3319050,3319050008
301,KUDUS,MEJOBO,MEJOBO,03/03/2022,Sudah,33,JAWA TENGAH,3319,3319050,3319050009
302,KUDUS,UNDAAN,UNDAAN LOR,03/03/2022,Sudah,33,JAWA TENGAH,3319,3319040,3319040012
303,PEMALANG,AMPELGADING,JATIREJO,09/10/2022,Belum,33,JAWA TENGAH,3327,3327110,3327110014
304,PEMALANG,AMPELGADING,UJUNGGEDE,09/10/2022,Belum,33,JAWA TENGAH,3327,3327110,3327110013
305,PEMALANG,BELIK,BELUK,09/10/2022,Belum,33,JAWA TENGAH,3327,3327030,3327030009
306,PEMALANG,BODEH,KELANGDEPOK,09/10/2022,Belum,33,JAWA TENGAH,3327,3327050,3327050018
307,PEMALANG,PETARUKAN,PEGUNDAN,09/10/2022,Belum,33,JAWA TENGAH,3327,3327100,3327100013
308,PEMALANG,PULOSARI,KARANGSARI,09/10/2022,Belum,33,JAWA TENGAH,3327,3327020,3327020007
309,PEMALANG,RANDUDONGKAL,BANJARANYAR,09/10/2022,Belum,33,JAWA TENGAH,3327,3327070,3327070005
310,PEMALANG,TAMAN,JEBED UTARA,09/10/2022,Belum,33,JAWA TENGAH,3327,3327090,3327090008
311,PEMALANG,ULUJAMI,KERTOSARI,09/10/2022,Belum,33,JAWA TENGAH,3327,3327130,3327130011
312,PEMALANG,WARUNGPRING,WARUNGPRING,09/10/2022,Belum,33,JAWA TENGAH,3327,3327011,3327011002
313,PEMALANG,WATUKUMPUL,BODAS,09/10/2022,Belum,33,JAWA TENGAH,3327,3327040,3327040008
314,REMBANG,BULU,MANTINGAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317020,3317020015
315,REMBANG,GUNEM,GUNEM,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317030,3317030008
316,REMBANG,GUNEM,KAJAR,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317030,3317030001
317,REMBANG,GUNEM,KULUTAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317030,3317030009
318,REMBANG,KALIORI,BABADAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317090,3317090010
319,REMBANG,KALIORI,BANGGI,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317090,3317090005
320,REMBANG,KALIORI,KUANGSAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317090,3317090006
321,REMBANG,KALIORI,MOJOWARNO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317090,3317090016
322,REMBANG,KALIORI,SAMBIYAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317090,3317090012
323,REMBANG,KRAGAN,KARANGANYAR,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120009
324,REMBANG,KRAGAN,NARUKAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120015
325,REMBANG,KRAGAN,PANDANGAN KULON,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120025
326,REMBANG,KRAGAN,PANDANGAN WETAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120024
327,REMBANG,KRAGAN,SUMBERGAYAM,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120023
328,REMBANG,KRAGAN,TANJUNGSARI,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120001
329,REMBANG,KRAGAN,TERJAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317120,3317120017
330,REMBANG,LASEM,SENDANGCOYO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317140,3317140012
331,REMBANG,LASEM,GOWAK,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317140,3317140015
332,REMBANG,PAMOTAN,BANGUNREJO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317070,3317070007
333,REMBANG,PAMOTAN,MLAGEN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317070,3317070012
334,REMBANG,PAMOTAN,SIDOREJO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317070,3317070009
335,REMBANG,PAMOTAN,SUMBANGREJO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317070,3317070019
336,REMBANG,PAMOTAN,TULUNG,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317070,3317070021
337,REMBANG,PANCUR,KARASKEPOH,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317110,3317110004
338,REMBANG,PANCUR,NGULANGAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317110,3317110019
339,REMBANG,REMBANG,GEDANGAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317100,3317100011
340,REMBANG,REMBANG,TRITUNGGAL,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317100,3317100009
341,REMBANG,REMBANG,WARU,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317100,3317100018
342,REMBANG,SALE,BANCANG,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317040,3317040004
343,REMBANG,SEDAN,DADAPAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317060,3317060016
344,REMBANG,SALE,JINANTEN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317040,3317040007
345,REMBANG,SALE,MRAYUN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317040,3317040003
346,REMBANG,SEDAN,PACING,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317060,3317060002
347,REMBANG,SEDAN,SIDOMULYO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317060,3317060010
348,REMBANG,SEDAN,SIDOREJO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317060,3317060009
349,REMBANG,SARANG,BABAKTULUNG,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317050,3317050007
350,REMBANG,SARANG,DADAPMULYO,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317050,3317050016
351,REMBANG,SARANG,GILIS,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317050,3317050011
352,REMBANG,SLUKE,SLUKE,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317130,3317130010
353,REMBANG,SULANG,PEDAK,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317080,3317080019
354,REMBANG,SUMBER,KRIKILAN,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317010,3317010005
355,REMBANG,SUMBER,LOGEDE,16/06/2022,Sudah,33,JAWA TENGAH,3317,3317010,3317010002
356,TEMANGGUNG,BANSARI,BANSARI,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323012,3323012007
357,TEMANGGUNG,BANSARI,GUNUNGSARI,14/03/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3323,3323012,3323012013
358,TEMANGGUNG,BANSARI,REJOSARI,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323012,3323012011
359,TEMANGGUNG,BEJEN,PRANGKOKAN,23/03/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3323,3323121,3323121003
360,TEMANGGUNG,BEJEN,TANJUNGSARI,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323121,3323121012
361,TEMANGGUNG,KEDU,MOJOTENGAH,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323090,3323090005
362,TEMANGGUNG,KLEDUNG,KLEDUNG,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323011,3323011002
363,TEMANGGUNG,KLEDUNG,TLAHAB,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323011,3323011007
364,TEMANGGUNG,KLEDUNG,CANGGAL,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323011,3323011004
365,TEMANGGUNG,KRANGGAN,KEMLOKO,17/03/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3323,3323050,3323050012
366,TEMANGGUNG,NGADIREJO,TEGALREJO,24/03/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3323,3323100,3323100020
367,TEMANGGUNG,PARAKAN,PARAKAN,30/06/2022,Sudah,,,,,
368,TEMANGGUNG,PRINGSURAT,TLOGOMULYO,30/06/2022,Sudah,,,,,
369,TEMANGGUNG,PRINGSURAT,SOBOREJO,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323060,3323060013
370,TEMANGGUNG,SELOPAMPANG,BAGUSAN,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323041,3323041010
371,TEMANGGUNG,TEMBARAK,TAWANGSARI,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323040,3323040018
372,TEMANGGUNG,TLOGOMULYO,PAGERSARI,30/06/2022,Sudah,33,JAWA TENGAH,3323,3323031,3323031001
373,TEMANGGUNG,TRETEP,NGLARANGAN,30/03/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3323,3323130,3323130011
374,SRAGEN,MASARAN,JIRAPAN,,Belum,33,JAWA TENGAH,3314,3314030,3314030005
375,SRAGEN,MASARAN,PILANG,,Belum,33,JAWA TENGAH,3314,3314030,3314030011
376,SRAGEN,KALIJAMBE,KEDEN,,Belum,33,JAWA TENGAH,3314,3314010,3314010001
377,SRAGEN,PLUPUH,SIDOKERTO,,Belum,33,JAWA TENGAH,3314,3314020,3314020002
378,SRAGEN,PLUPUH,GEDONGAN,,Belum,33,JAWA TENGAH,3314,3314020,3314020006
379,SRAGEN,GEMOLONG,KALANGAN,,Belum,33,JAWA TENGAH,3314,3314130,3314130013
380,SRAGEN,TANON,GABUGAN,,Belum,33,JAWA TENGAH,3314,3314120,3314120007
381,SRAGEN,SAMBIREJO,SAMBIREJO,,Belum,33,JAWA TENGAH,3314,3314050,3314050008
382,SRAGEN,GESI,GESI,,Belum,33,JAWA TENGAH,3314,3314180,3314180004
383,SRAGEN,SIDOHARJO,PURWOSUMAN,,Belum,33,JAWA TENGAH,3314,3314110,3314110002
384,SRAGEN,SAMBUNGMACAN,BANYURIP,,Belum,33,JAWA TENGAH,3314,3314070,3314070003
385,SRAGEN,SAMBUNGMACAN,PLUMBON,,Belum,33,JAWA TENGAH,3314,3314070,3314070008
386,SRAGEN,TANGEN,DENANYAR,,Belum,33,JAWA TENGAH,3314,3314190,3314190007
387,SRAGEN,MONDOKAN,SUMBEREJO,,Belum,33,JAWA TENGAH,3314,3314160,3314160009
388,SRAGEN,JENAR,DAWUNG,,Belum,33,JAWA TENGAH,3314,3314200,3314200004
389,SRAGEN,SIDOHARJO,JAMBANAN,,Belum,33,JAWA TENGAH,3314,3314110,3314110008
390,SRAGEN,KEDAWUNG,KARANGPELEM,,Belum,33,JAWA TENGAH,3314,3314040,3314040001
391,SRAGEN,GONDANG,PLOSOREJO,,Belum,33,JAWA TENGAH,3314,3314060,3314060006
392,SRAGEN,MIRI,GILIREJO BARU,,Belum,33,JAWA TENGAH,3314,3314140,3314140010
393,SRAGEN,KALIJAMBE,TEGALOMBO,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314010,3314010014
394,SRAGEN,PLUPUH,GENTANBANARAN,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314020,3314020013
395,SRAGEN,MIRI,GIRIMARGO,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314140,3314140004
396,SRAGEN,KEDAWUNG,JENGGRIK,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314040,3314040003
397,SRAGEN,GONDANG,GLONGGONG,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314060,3314060004
398,SRAGEN,SIDOHARJO,SINGOPADU,20/07/2022,Pilkades Antarwaktu,33,JAWA TENGAH,3314,3314110,3314110007
